Date,Temperature,Humidity,Light,CO2,HumidityRatio,Occupancy,Column1
2015-02-02 15:32,213,23.29,28.6,470,1116,0.005062072,1
2015-02-02 15:33,214,23.272,28.6,464,1126.8,0.005056527,1
2015-02-02 15:34,215,23.2,28.4175,464,1112.75,0.005002016,1
2015-02-02 15:35,216,23.23,28.5,449,1104.5,0.005025831,1
2015-02-02 15:36,217,23.29,28.5,464,1108,0.005044229,1
2015-02-02 15:36,218,23.215,28.63333333,462.3333333,1127.833333,0.005044923,1
2015-02-02 15:38,219,23.2,28.6,469,1128.75,0.005034399,1
2015-02-02 15:39,220,23.2,28.65,469,1124.25,0.005043272,1
2015-02-02 15:40,221,23.2,28.62,469,1130.4,0.005037948,1
2015-02-02 15:40,222,23.2,28.7,464,1138,0.005052145,1
2015-02-02 15:42,223,23.2,28.7,456.5,1144,0.005052145,1
2015-02-02 15:42,224,23.2,28.718,457,1140,0.005055339,1
2015-02-02 15:43,225,23.2,28.79,450.25,1139.25,0.005068117,1
2015-02-02 15:45,226,23.2,28.79,446,1167.333333,0.005068117,1
2015-02-02 15:46,227,23.14,28.79,451.6,1159.6,0.005049618,1
2015-02-02 15:47,228,23.15,28.89,454.75,1157.75,0.005070391,1
2015-02-02 15:48,229,23.15,28.89,448,1159.5,0.005070391,1
2015-02-02 15:49,230,23.18,28.83,444,1156.4,0.005069034,1
2015-02-02 15:49,231,23.11666667,28.945,444,1160,0.005069809,1
2015-02-02 15:51,232,23.14,28.956,444,1169.8,0.005078972,1
2015-02-02 15:52,233,23.1,29,444,1176.166667,0.005074362,1
2015-02-02 15:53,234,23.1,29.075,444,1175.25,0.005087593,1
2015-02-02 15:53,235,23.1,28.918,444,1166.6,0.005059897,1
2015-02-02 15:55,236,23.1,27.925,444,1140.25,0.004884784,1
2015-02-02 15:55,237,23.06,27.772,444,1089.2,0.004845979,1
2015-02-02 15:56,238,23.02,27.556,435,1042.6,0.004796284,1
2015-02-02 15:58,239,23.01,27.81883333,432,1051.1,0.004839435,1
2015-02-02 15:59,240,23,28.08166667,429,1059.6,0.004882538,1
2015-02-02 16:00,241,23,27.956,429,1064.6,0.004860518,1
2015-02-02 16:01,242,22.98166667,27.90833333,429,1061.666667,0.004846741,1
2015-02-02 16:01,243,23,27.92666667,429,1058.333333,0.004855378,1
2015-02-02 16:02,244,23,28.018,429,1061.6,0.004871382,1
2015-02-02 16:04,245,22.98166667,28.06666667,429,1070.333333,0.004874454,1
2015-02-02 16:05,246,22.945,28.1,429,1074,0.004869381,1
2015-02-02 16:06,247,23,28.1,429,1086.25,0.004885751,1
2015-02-02 16:07,248,22.956,28.2,429,1089.6,0.004890128,1
2015-02-02 16:08,249,22.9725,28.1,429,1085,0.00487756,1
2015-02-02 16:08,250,22.945,28.13333333,429,1085,0.004875203,1
2015-02-02 16:09,251,23,28.2,429,1088,0.004903275,1
2015-02-02 16:11,252,22.945,28.2,429,1091.75,0.004886846,1
2015-02-02 16:12,253,23,28.13333333,429,1091.333333,0.004891592,1
2015-02-02 16:13,254,22.912,28.1,429,1088.2,0.004859583,1
2015-02-02 16:14,255,22.89,28.1,429,1087.5,0.00485306,1
2015-02-02 16:14,256,22.89,27.956,432,1079.2,0.004827998,1
2015-02-02 16:15,257,22.865,27.84,432.75,1077.25,0.004800476,1
2015-02-02 16:17,258,22.87333333,27.68333333,439,1064.166667,0.004775684,1
2015-02-02 16:18,259,22.87333333,27.6,429,1056.4,0.004761198,1
2015-02-02 16:19,260,22.89,27.6,432.75,1043.6,0.004766045,1
2015-02-02 16:20,261,22.815,27.445,432.75,1039.5,0.004717422,1
2015-02-02 16:21,262,22.84,27.37333333,436.5,1028.666667,0.0047122,1
2015-02-02 16:21,263,22.79,27.365,438,1020.4,0.00469639,1
2015-02-02 16:23,264,22.79,27.2,444,1018,0.004667861,1
2015-02-02 16:24,265,22.79,27.17142857,435.4285714,1015.142857,0.004662921,1
2015-02-02 16:25,266,22.79,27.06666667,434,1006.333333,0.004644808,1
2015-02-02 16:25,267,22.79,27.02,432,1002.6,0.00463674,1
2015-02-02 16:27,268,22.772,26.934,438,993.2,0.004616793,1
2015-02-02 16:27,269,22.76,26.82333333,439,983.3333333,0.004594315,1
2015-02-02 16:28,270,22.7,26.754,432,976.2,0.004565583,1
2015-02-02 16:30,271,22.7225,26.7,432.75,980.75,0.004562569,1
2015-02-02 16:31,272,22.7,26.68333333,434,971.3333333,0.004553435,1
2015-02-02 16:32,273,22.7,26.53333333,444,966.6666667,0.004527652,1
2015-02-02 16:33,274,22.7,26.46333333,444,963,0.00451562,1
2015-02-02 16:34,275,22.7,26.445,441.5,952.3333333,0.004512469,1
2015-02-02 16:34,276,22.7,26.34,444,948,0.004494423,1
2015-02-02 16:36,277,22.7,26.26,444,945,0.004480674,1
2015-02-02 16:37,278,22.7,26.2,441,941.6,0.004470363,1
2015-02-02 16:38,279,22.7,26.16,438,929.8,0.004463489,1
2015-02-02 16:38,280,22.7,26.02,441,923.8,0.004439431,1
2015-02-02 16:40,281,22.7,26.1,440.25,919,0.004453178,1
2015-02-02 16:40,282,22.7,26,439,918.25,0.004435995,1
2015-02-02 16:41,283,22.7,25.934,438,919.4,0.004424654,1
2015-02-02 16:43,284,22.7,25.92666667,439,927.3333333,0.004423394,1
2015-02-02 16:44,285,22.7,25.815,432.75,920.25,0.004404207,1
2015-02-02 16:45,286,22.68,25.772,432,902.4,0.004391449,1
2015-02-02 16:46,287,22.64,25.696,429,904.4,0.004367718,1
2015-02-02 16:46,288,22.6,25.575,429,897,0.00433639,1
2015-02-02 16:47,289,22.66666667,25.6,429,892,0.004358383,1
2015-02-02 16:49,290,22.6,25.525,433.5,882.5,0.004327853,1
2015-02-02 16:50,291,22.62,25.476,436.2,887.2,0.004324772,1
2015-02-02 16:51,292,22.625,25.55,442.5,889.25,0.004338748,1
2015-02-02 16:52,293,22.6,25.39,443.4,889.2,0.004304805,1
2015-02-02 16:53,294,22.65,25.42,438,880.75,0.00432312,1
2015-02-02 16:53,295,22.6,25.2675,442.5,868.75,0.004283893,1
2015-02-02 16:54,296,22.6,25.218,439.8,861,0.004275443,1
2015-02-02 16:56,297,22.6,25.2,439.8,860.6,0.00427237,1
2015-02-02 16:57,298,22.6,25.2,435.5,864,0.00427237,1
2015-02-02 16:58,299,22.6,25.15,430.75,859,0.004263835,1
2015-02-02 16:59,300,22.6,25.14,440.6,854.4,0.004262128,1
2015-02-02 16:59,301,22.6,25.15,428.2,847.4,0.004263835,1
2015-02-02 17:00,302,22.6,25.04,432.2,837.2,0.004245059,1
2015-02-02 17:02,303,22.6,25.05,431.75,834.75,0.004246766,1
2015-02-02 17:03,304,22.6,25.06,429.2,832.4,0.004248472,1
2015-02-02 17:04,305,22.6,25,433,832,0.004238231,1
2015-02-02 17:05,306,22.6,25,433,836.25,0.004238231,1
2015-02-02 17:06,307,22.6,25,428.2,832.6,0.004238231,1
2015-02-02 17:06,308,22.6,25.025,428.25,821.5,0.004242498,1
2015-02-02 17:08,309,22.6,25.1,425.4,832.4,0.0042553,1
2015-02-02 17:09,310,22.6,25.08,429.2,832.4,0.004251886,1
2015-02-02 17:10,311,22.56,25.02,433,830.75,0.004231284,1
2015-02-02 17:10,312,22.58,25.08,433,821.5,0.00424669,1
2015-02-02 17:12,313,22.575,25.075,433,818.25,0.00424454,1
2015-02-02 17:12,314,22.56,24.912,433,819.8,0.004212896,1
2015-02-02 17:13,315,22.55,25.2,433,822.5,0.004259328,1
2015-02-02 17:15,316,22.6,24.9175,433,818,0.00422415,1
2015-02-02 17:16,317,22.58,25.06,433,812.8,0.004243281,1
2015-02-02 17:17,318,22.56666667,24.90833333,433,816.5,0.004213989,1
2015-02-02 17:18,319,22.525,24.945,433,822.25,0.004209495,1
2015-02-02 17:19,320,22.54,24.89,433,825,0.004204006,1
2015-02-02 17:19,321,22.5,24.865,433,816.5,0.004189492,1
2015-02-02 17:21,322,22.5,24.9175,433,811.5,0.004198397,1
2015-02-02 17:22,323,22.5,24.91166667,433,811,0.004197408,1
2015-02-02 17:23,324,22.56,24.81,433,812.2,0.00419553,1
2015-02-02 17:23,325,22.525,24.89,426,814.25,0.004200151,1
2015-02-02 17:25,326,22.52,24.976,430.2,824,0.004213473,1
2015-02-02 17:25,327,22.575,25.075,433,834.5,0.00424454,1
2015-02-02 17:26,328,22.6,25,433,837,0.004238231,1
2015-02-02 17:28,329,22.6,25.02142857,433,841.1666667,0.004241889,1
2015-02-02 17:29,330,22.6,25.04285714,433,845.3333333,0.004245546,1
2015-02-02 17:30,331,22.6,25.1,433,854.75,0.0042553,1
2015-02-02 17:31,332,22.6,25.1,428.3333333,850.3333333,0.0042553,1
2015-02-02 17:31,333,22.6,25.08,424.6,845.4,0.004251886,1
2015-02-02 17:32,334,22.6,25.16666667,433,854.3333333,0.00426668,1
2015-02-02 17:34,335,22.6,25.06666667,428.3333333,849.3333333,0.00424961,0
2015-02-02 17:35,336,22.6,25.2,422.5,853,0.00427237,0
2015-02-02 17:36,337,22.6,25.2,423.6666667,853,0.00427237,0
2015-02-02 17:37,338,22.54,25.16,424.6,852,0.004249921,0
2015-02-02 17:38,339,22.54,25.16,427.4,853.6,0.004249921,0
2015-02-02 17:38,340,22.54,25.14,421.8,845.6,0.00424652,0
2015-02-02 17:39,341,22.525,25.1,426,834.25,0.004235829,0
2015-02-02 17:41,342,22.5,25.04,421.8,826.4,0.004219178,0
2015-02-02 17:42,343,22.5,25,419,819.6,0.004212392,0
2015-02-02 17:43,344,22.5,25,419,829.6,0.004212392,0
2015-02-02 17:44,345,22.5,25,419,824,0.004212392,0
2015-02-02 17:44,346,22.5,24.912,419,814.2,0.004197464,0
2015-02-02 17:45,347,22.5,24.89,419,813.5,0.004193733,0
2015-02-02 17:47,348,22.5,24.89,419,813.8,0.004193733,0
2015-02-02 17:48,349,22.5,24.89,419,811,0.004193733,0
2015-02-02 17:49,350,22.478,24.87,419,804.6,0.004184704,0
2015-02-02 17:50,351,22.456,24.83,419,807.8,0.004172308,0
2015-02-02 17:51,352,22.5,24.85666667,419,802.3333333,0.004188079,0
2015-02-02 17:51,353,22.4175,24.7475,419,796.75,0.004148566,0
2015-02-02 17:53,354,22.456,24.81,419,794.4,0.004168925,0
2015-02-02 17:54,355,22.39,24.7,419,790.6,0.004133586,0
2015-02-02 17:55,356,22.4175,24.7225,419,789.75,0.004144348,0
2015-02-02 17:55,357,22.39,24.7,419,782.2,0.004133586,0
2015-02-02 17:57,358,22.39,24.7225,419,772.25,0.004137377,1
2015-02-02 17:57,359,22.39,24.71708333,419,772.925,0.004136464,1
2015-02-02 17:58,360,22.39,24.71166667,419,773.6,0.004135552,1
2015-02-02 18:00,361,22.39,24.625,419,773.75,0.004120952,1
2015-02-02 18:01,362,22.39,24.754,416.2,771.8,0.004142684,1
2015-02-02 18:02,363,22.39,24.912,418.6,782.8,0.004169303,1
2015-02-02 18:03,364,22.39,25.245,415,796.5,0.004225413,1
2015-02-02 18:04,365,22.39,25.0925,310.25,809,0.004199716,1
2015-02-02 18:04,366,22.39,25,0,805.5,0.00418413,0
2015-02-02 18:06,367,22.35,24.978,0,791.4,0.004170196,0
2015-02-02 18:07,368,22.32333333,25,0,779.3333333,0.004167082,0
2015-02-02 18:08,369,22.365,24.9725,0,780.75,0.004173103,0
2015-02-02 18:08,370,22.315,24.89,0,781.75,0.004146508,0
2015-02-02 18:10,371,22.29,24.9175,0,781,0.004144767,0
2015-02-02 18:10,372,22.29,24.912,0,778.4,0.004143846,0
2015-02-02 18:11,373,22.26,24.85666667,0,769.3333333,0.004126988,0
2015-02-02 18:13,374,22.254,24.85,0,766.5,0.004124357,0
2015-02-02 18:14,375,22.23,24.79333333,0,763.25,0.004108841,0
2015-02-02 18:15,376,22.26,24.82333333,0,762.3333333,0.004121417,0
2015-02-02 18:16,377,22.2,24.79,0,761.5,0.004100737,0
2015-02-02 18:16,378,22.2,24.79,0,761,0.004100737,0
2015-02-02 18:17,379,22.2,24.736,0,757,0.004091746,0
2015-02-02 18:19,380,22.2,24.79,0,752.3333333,0.004100737,0
2015-02-02 18:20,381,22.13333333,24.7,0,748.6666667,0.004069084,0
2015-02-02 18:21,382,22.1,24.7,0,746.25,0.004060772,0
2015-02-02 18:22,383,22.15,24.7225,0,745.25,0.00407698,0
2015-02-02 18:23,384,22.1,24.7,0,740.6666667,0.004060772,0
2015-02-02 18:23,385,22.1,24.7,0,738,0.004060772,0
2015-02-02 18:24,386,22.13333333,24.7,0,732.6666667,0.004069084,0
2015-02-02 18:26,387,22.1,24.7,0,727,0.004060772,0
2015-02-02 18:27,388,22.1,24.675,0,716,0.004056635,0
2015-02-02 18:28,389,22.06666667,24.66666667,0,723.25,0.004046971,0
2015-02-02 18:29,390,22.06666667,24.66666667,0,718.3333333,0.004046971,0
2015-02-02 18:29,391,22,24.58,0,716.6,0.004016193,0
2015-02-02 18:30,392,21.978,24.6,0,714,0.004014056,0
2015-02-02 18:32,393,21.978,24.56,0,714.2,0.004007487,0
2015-02-02 18:33,394,21.945,24.6,0,715,0.00400593,0
2015-02-02 18:34,395,21.92666667,24.5,0,706.6666667,0.003985052,0
2015-02-02 18:35,396,21.89,24.5,0,706,0.003976085,0
2015-02-02 18:36,397,21.89,24.525,0,698.75,0.003980169,0
2015-02-02 18:36,398,21.89,24.5,0,692.5,0.003976085,0
2015-02-02 18:38,399,21.89,24.5,0,694.75,0.003976085,0
2015-02-02 18:39,400,21.815,24.4175,0,697.25,0.003944389,0
2015-02-02 18:40,401,21.82333333,24.46333333,0,692,0.003953865,0
2015-02-02 18:40,402,21.79,24.39,0,691,0.003933868,0
2015-02-02 18:42,403,21.79,24.39,0,689.75,0.003933868,0
2015-02-02 18:42,404,21.79,24.39,0,689,0.003933868,0
2015-02-02 18:43,405,21.7675,24.39,0,687,0.00392843,0
2015-02-02 18:45,406,21.7675,24.365,0,679.75,0.003924377,0
2015-02-02 18:46,407,21.754,24.35,0,668.4,0.003918692,0
2015-02-02 18:47,408,21.7,24.29,0,665.6666667,0.003896013,0
2015-02-02 18:48,409,21.7,24.29,0,664.75,0.003896013,0
2015-02-02 18:49,410,21.7,24.29,0,668,0.003896013,0
2015-02-02 18:49,411,21.7,24.29,0,661.25,0.003896013,0
2015-02-02 18:51,412,21.64,24.236,0,658.2,0.003872972,0
2015-02-02 18:52,413,21.6,24.2,0,656,0.003857673,0
2015-02-02 18:53,414,21.6,24.2,0,654.8,0.003857673,0
2015-02-02 18:53,415,21.6,24.2225,0,653.75,0.003861282,0
2015-02-02 18:55,416,21.5,24.26,0,650.3333333,0.003843552,0
2015-02-02 18:55,417,21.5,24.2,0,650.75,0.003833988,0
2015-02-02 18:56,418,21.55,24.2,0,648.25,0.003845814,0
2015-02-02 18:58,419,21.5,24.2,0,640.3333333,0.003833988,0
2015-02-02 18:59,420,21.5,24.2,0,638,0.003833988,0
2015-02-02 19:00,421,21.5,24.2,0,636.25,0.003833988,0
2015-02-02 19:01,422,21.5,24.2,0,636.3333333,0.003833988,0
2015-02-02 19:01,423,21.5,24.15,0,635.75,0.003826018,0
2015-02-02 19:02,424,21.5,24.175,0,635.5,0.003830003,0
2015-02-02 19:04,425,21.5,24.125,0,627.5,0.003822033,0
2015-02-02 19:05,426,21.5,24.15,0,626.25,0.003826018,0
2015-02-02 19:06,427,21.5,24.125,0,621.5,0.003822033,0
2015-02-02 19:07,428,21.5,24.1,0,621.75,0.003818048,0
2015-02-02 19:08,429,21.5,24.1,0,620.6666667,0.003818048,0
2015-02-02 19:08,430,21.5,24.1,0,617,0.003818048,0
2015-02-02 19:09,431,21.5,24.1,0,612.75,0.003818048,0
2015-02-02 19:11,432,21.4725,24.075,0,614.5,0.003807606,0
2015-02-02 19:12,433,21.39,24,0,617.3333333,0.003776419,0
2015-02-02 19:13,434,21.42666667,23.92666667,0,614.25,0.00377333,0
2015-02-02 19:14,435,21.39,23.9725,0,610.75,0.003772066,0
2015-02-02 19:14,436,21.39,23.9175,0,603,0.003763359,0
2015-02-02 19:15,437,21.39,23.945,0,603.5,0.003767713,0
2015-02-02 19:17,438,21.365,23.89,0,602,0.003753216,0
2015-02-02 19:18,439,21.32333333,24,0,605.6666667,0.003760925,0
2015-02-02 19:19,440,21.34,23.9725,0,604.5,0.003760453,0
2015-02-02 19:20,441,21.315,23.9725,0,599,0.003754659,0
2015-02-02 19:21,442,21.35666667,24,0,600,0.003768665,0
2015-02-02 19:21,443,21.39,23.9725,0,596.5,0.003772066,0
2015-02-02 19:23,444,21.315,23.89,0,597.5,0.00374166,0
2015-02-02 19:24,445,21.29,23.945,0,594,0.003744546,0
2015-02-02 19:25,446,21.29,23.9725,0,590.5,0.003748872,0
2015-02-02 19:25,447,21.29,23.89,0,586.6666667,0.003735893,0
2015-02-02 19:27,448,21.29,23.92666667,0,588,0.003741662,0
2015-02-02 19:27,449,21.29,23.89,0,585.5,0.003735893,0
2015-02-02 19:28,450,21.29,23.89,0,584.5,0.003735893,0
2015-02-02 19:30,451,21.254,23.85,0,587.2,0.003721325,0
2015-02-02 19:31,452,21.23,23.82333333,0,585,0.003711637,0
2015-02-02 19:32,453,21.218,23.81,0,579.4,0.0037068,0
2015-02-02 19:33,454,21.2,23.79,0,579.3333333,0.003699555,0
2015-02-02 19:34,455,21.2,23.79,0,581.6,0.003699555,0
2015-02-02 19:34,456,21.2,23.79,0,581.6666667,0.003699555,0
2015-02-02 19:36,457,21.2,23.79,0,577.5,0.003699555,0
2015-02-02 19:37,458,21.2,23.79,0,577.3333333,0.003699555,0
2015-02-02 19:38,459,21.2,23.7675,0,574.25,0.003696035,0
2015-02-02 19:38,460,21.2,23.745,0,569,0.003692515,0
2015-02-02 19:40,461,21.2,23.76,0,565.3333333,0.003694862,0
2015-02-02 19:40,462,21.2,23.7,0,561.4,0.003685476,0
2015-02-02 19:41,463,21.2,23.79,0,567.3333333,0.003699555,0
2015-02-02 19:43,464,21.175,23.7,0,565.3333333,0.003679792,0
2015-02-02 19:44,465,21.16666667,23.7,0,563.5,0.003677899,0
2015-02-02 19:45,466,21.125,23.675,0,559,0.003664554,0
2015-02-02 19:46,467,21.1,23.65,0,559.5,0.003655012,0
2015-02-02 19:46,468,21.125,23.65,0,550.5,0.003660661,0
2015-02-02 19:47,469,21.1,23.6,0,553,0.003647239,0
2015-02-02 19:49,470,21.13333333,23.6,0,552,0.003654757,0
2015-02-02 19:50,471,21.1,23.6,0,553.25,0.003647239,0
2015-02-02 19:51,472,21.1,23.6,0,545.75,0.003647239,0
2015-02-02 19:52,473,21.1,23.6,0,548,0.003647239,0
2015-02-02 19:53,474,21.1,23.6,0,547,0.003647239,0
2015-02-02 19:53,475,21.1,23.575,0,545.75,0.003643353,0
2015-02-02 19:54,476,21.1,23.53333333,0,544,0.003636876,0
2015-02-02 19:56,477,21.1,23.4725,0,545.5,0.00362742,0
2015-02-02 19:57,478,21.1,23.4725,0,547,0.00362742,0
2015-02-02 19:58,479,21.1,23.5,0,545.25,0.003631695,0
2015-02-02 19:59,480,21.1,23.5,0,541.25,0.003631695,0
2015-02-02 19:59,481,21.125,23.5,0,540.75,0.003637308,0
2015-02-02 20:00,482,21.1,23.5,0,533.3333333,0.003631695,0
2015-02-02 20:02,483,21.13333333,23.5,0,528,0.00363918,0
2015-02-02 20:03,484,21.1,23.3925,0,537.75,0.003614985,0
2015-02-02 20:04,485,21.1,23.4725,0,539.5,0.00362742,0
2015-02-02 20:05,486,21.1,23.5,0,535.25,0.003631695,0
2015-02-02 20:06,487,21.1,23.5,0,537.25,0.003631695,0
2015-02-02 20:06,488,21.1,23.5,0,535.25,0.003631695,0
2015-02-02 20:08,489,21.1,23.5,0,533.4,0.003631695,0
2015-02-02 20:09,490,21.1,23.5,0,524.5,0.003631695,0
2015-02-02 20:10,491,21.1,23.434,0,524.8,0.003621436,0
2015-02-02 20:10,492,21.1,23.39,0,522.6666667,0.003614596,0
2015-02-02 20:12,493,21.1,23.39,0,521,0.003614596,0
2015-02-02 20:12,494,21.125,23.39,0,519.75,0.003620183,0
2015-02-02 20:13,495,21.1,23.39,0,523,0.003614596,0
2015-02-02 20:15,496,21.1,23.39,0,523,0.003614596,0
2015-02-02 20:16,497,21.1,23.39,0,519,0.003614596,0
2015-02-02 20:17,498,21.1,23.365,0,519.5,0.003610711,0
2015-02-02 20:18,499,21.1,23.39,0,519.75,0.003614596,0
2015-02-02 20:19,500,21.1,23.365,0,520,0.003610711,0
2015-02-02 20:19,501,21.1,23.33,0,524.6,0.003605271,0
2015-02-02 20:21,502,21.075,23.315,0,520.25,0.003597378,0
2015-02-02 20:22,503,21.075,23.34,0,519,0.003601258,0
2015-02-02 20:23,504,21.1,23.29,0,523.2,0.003599053,0
2015-02-02 20:23,505,21.03333333,23.29,0,517.6666667,0.003584258,0
2015-02-02 20:25,506,21.02,23.29,0,514.2,0.003581305,0
2015-02-02 20:25,507,21.025,23.29,0,516.5,0.003582412,0
2015-02-02 20:26,508,21,23.29,0,521,0.00357688,0
2015-02-02 20:28,509,21,23.29,0,520,0.00357688,0
2015-02-02 20:29,510,21,23.254,0,517.8,0.00357132,0
2015-02-02 20:30,511,21,23.26,0,514.3333333,0.003572246,0
2015-02-02 20:31,512,21,23.2675,0,516.75,0.003573405,0
2015-02-02 20:31,513,21,23.29,0,520.75,0.00357688,0
2015-02-02 20:32,514,21,23.29,0,519.3333333,0.00357688,0
2015-02-02 20:34,515,21,23.29,0,519,0.00357688,0
2015-02-02 20:35,516,21,23.29,0,509.75,0.00357688,0
2015-02-02 20:36,517,21,23.29,0,508.5,0.00357688,0
2015-02-02 20:37,518,20.9725,23.29,0,504.5,0.003570804,0
2015-02-02 20:38,519,21,23.29,0,506.5,0.00357688,0
2015-02-02 20:38,520,20.9725,23.29,0,509,0.003570804,0
2015-02-02 20:39,521,20.96333333,23.29,0,507.25,0.00356878,0
2015-02-02 20:41,522,21,23.29,0,509.3333333,0.00357688,0
2015-02-02 20:42,523,20.89,23.2,0,509.6666667,0.003538822,0
2015-02-02 20:43,524,20.89,23.245,0,508.25,0.003545725,0
2015-02-02 20:44,525,20.89,23.2225,0,510.25,0.003542274,0
2015-02-02 20:44,526,20.89,23.254,0,504,0.003547106,0
2015-02-02 20:45,527,20.89,23.26,0,499.3333333,0.003548027,0
2015-02-02 20:47,528,20.89,23.2225,0,495,0.003542274,0
